path,pitch,yaw
HeadPose\Pointing04\personne10236-15+45.jpg,-15,+45
HeadPose\Pointing04\personne10237-15+60.jpg,-15,+60
HeadPose\Pointing04\personne10238-15+75.jpg,-15,+75
HeadPose\Pointing04\personne10239-15+90.jpg,-15,+90
HeadPose\Pointing04\personne10240+0-90.jpg,+0,-90
HeadPose\Pointing04\personne10241+0-75.jpg,+0,-75
HeadPose\Pointing04\personne10242+0-60.jpg,+0,-60
HeadPose\Pointing04\personne10243+0-45.jpg,+0,-45
HeadPose\Pointing04\personne10244+0-30.jpg,+0,-30
HeadPose\Pointing04\personne10245+0-15.jpg,+0,-15
HeadPose\Pointing04\personne10246+0+0.jpg,+0,+0
HeadPose\Pointing04\personne10247+0+15.jpg,+0,+15
HeadPose\Pointing04\personne10248+0+30.jpg,+0,+30
HeadPose\Pointing04\personne10249+0+45.jpg,+0,+45
HeadPose\Pointing04\personne10250+0+60.jpg,+0,+60
HeadPose\Pointing04\personne10251+0+75.jpg,+0,+75
HeadPose\Pointing04\personne10252+0+90.jpg,+0,+90
HeadPose\Pointing04\personne10253+15-90.jpg,+15,-90
HeadPose\Pointing04\personne10254+15-75.jpg,+15,-75
HeadPose\Pointing04\personne10255+15-60.jpg,+15,-60
HeadPose\Pointing04\personne10256+15-45.jpg,+15,-45
HeadPose\Pointing04\personne10257+15-30.jpg,+15,-30
HeadPose\Pointing04\personne10258+15-15.jpg,+15,-15
HeadPose\Pointing04\personne10259+15+0.jpg,+15,+0
HeadPose\Pointing04\personne10260+15+15.jpg,+15,+15
HeadPose\Pointing04\personne10261+15+30.jpg,+15,+30
HeadPose\Pointing04\personne10262+15+45.jpg,+15,+45
HeadPose\Pointing04\personne10263+15+60.jpg,+15,+60
HeadPose\Pointing04\personne10264+15+75.jpg,+15,+75
HeadPose\Pointing04\personne10265+15+90.jpg,+15,+90
HeadPose\Pointing04\personne10266+30-90.jpg,+30,-90
HeadPose\Pointing04\personne10267+30-75.jpg,+30,-75
HeadPose\Pointing04\personne10268+30-60.jpg,+30,-60
HeadPose\Pointing04\personne10269+30-45.jpg,+30,-45
HeadPose\Pointing04\personne10270+30-30.jpg,+30,-30
HeadPose\Pointing04\personne10271+30-15.jpg,+30,-15
HeadPose\Pointing04\personne10272+30+0.jpg,+30,+0
HeadPose\Pointing04\personne10273+30+15.jpg,+30,+15
HeadPose\Pointing04\personne10274+30+30.jpg,+30,+30
HeadPose\Pointing04\personne10275+30+45.jpg,+30,+45
HeadPose\Pointing04\personne10276+30+60.jpg,+30,+60
HeadPose\Pointing04\personne10277+30+75.jpg,+30,+75
HeadPose\Pointing04\personne10278+30+90.jpg,+30,+90
HeadPose\Pointing04\personne10279+60-90.jpg,+60,-90
HeadPose\Pointing04\personne10280+60-75.jpg,+60,-75
HeadPose\Pointing04\personne10281+60-60.jpg,+60,-60
HeadPose\Pointing04\personne10282+60-45.jpg,+60,-45
HeadPose\Pointing04\personne10283+60-30.jpg,+60,-30
HeadPose\Pointing04\personne10284+60-15.jpg,+60,-15
HeadPose\Pointing04\personne10285+60+0.jpg,+60,+0
HeadPose\Pointing04\personne10286+60+15.jpg,+60,+15
HeadPose\Pointing04\personne10287+60+30.jpg,+60,+30
HeadPose\Pointing04\personne10288+60+45.jpg,+60,+45
HeadPose\Pointing04\personne10289+60+60.jpg,+60,+60
HeadPose\Pointing04\personne10290+60+75.jpg,+60,+75
HeadPose\Pointing04\personne10291+60+90.jpg,+60,+90
HeadPose\Pointing04\personne10292+90+0.jpg,+90,+0
HeadPose\Pointing04\personne11100-90+0.jpg,-90,+0
HeadPose\Pointing04\personne11101-60-90.jpg,-60,-90
HeadPose\Pointing04\personne11102-60-75.jpg,-60,-75
HeadPose\Pointing04\personne11103-60-60.jpg,-60,-60
HeadPose\Pointing04\personne11104-60-45.jpg,-60,-45
HeadPose\Pointing04\personne11105-60-30.jpg,-60,-30
HeadPose\Pointing04\personne11106-60-15.jpg,-60,-15
HeadPose\Pointing04\personne11107-60+0.jpg,-60,+0
HeadPose\Pointing04\personne11108-60+15.jpg,-60,+15
HeadPose\Pointing04\personne11109-60+30.jpg,-60,+30
HeadPose\Pointing04\personne11110-60+45.jpg,-60,+45
HeadPose\Pointing04\personne11111-60+60.jpg,-60,+60
HeadPose\Pointing04\personne11112-60+75.jpg,-60,+75
HeadPose\Pointing04\personne11113-60+90.jpg,-60,+90
HeadPose\Pointing04\personne11114-30-90.jpg,-30,-90
HeadPose\Pointing04\personne11115-30-75.jpg,-30,-75
HeadPose\Pointing04\personne11116-30-60.jpg,-30,-60
HeadPose\Pointing04\personne11117-30-45.jpg,-30,-45
HeadPose\Pointing04\personne11118-30-30.jpg,-30,-30
HeadPose\Pointing04\personne11119-30-15.jpg,-30,-15
HeadPose\Pointing04\personne11120-30+0.jpg,-30,+0
HeadPose\Pointing04\personne11121-30+15.jpg,-30,+15
HeadPose\Pointing04\personne11122-30+30.jpg,-30,+30
HeadPose\Pointing04\personne11123-30+45.jpg,-30,+45
HeadPose\Pointing04\personne11124-30+60.jpg,-30,+60
HeadPose\Pointing04\personne11125-30+75.jpg,-30,+75
HeadPose\Pointing04\personne11126-30+90.jpg,-30,+90
HeadPose\Pointing04\personne11127-15-90.jpg,-15,-90
HeadPose\Pointing04\personne11128-15-75.jpg,-15,-75
HeadPose\Pointing04\personne11129-15-60.jpg,-15,-60
HeadPose\Pointing04\personne11130-15-45.jpg,-15,-45
HeadPose\Pointing04\personne11131-15-30.jpg,-15,-30
HeadPose\Pointing04\personne11132-15-15.jpg,-15,-15
HeadPose\Pointing04\personne11133-15+0.jpg,-15,+0
HeadPose\Pointing04\personne11134-15+15.jpg,-15,+15
HeadPose\Pointing04\personne11135-15+30.jpg,-15,+30
HeadPose\Pointing04\personne11136-15+45.jpg,-15,+45
HeadPose\Pointing04\personne11137-15+60.jpg,-15,+60
HeadPose\Pointing04\personne11138-15+75.jpg,-15,+75
HeadPose\Pointing04\personne11139-15+90.jpg,-15,+90
HeadPose\Pointing04\personne11140+0-90.jpg,+0,-90
HeadPose\Pointing04\personne11141+0-75.jpg,+0,-75
HeadPose\Pointing04\personne11142+0-60.jpg,+0,-60
HeadPose\Pointing04\personne11143+0-45.jpg,+0,-45
HeadPose\Pointing04\personne11144+0-30.jpg,+0,-30
HeadPose\Pointing04\personne11145+0-15.jpg,+0,-15
HeadPose\Pointing04\personne11146+0+0.jpg,+0,+0
HeadPose\Pointing04\personne11147+0+15.jpg,+0,+15
HeadPose\Pointing04\personne11148+0+30.jpg,+0,+30
HeadPose\Pointing04\personne11149+0+45.jpg,+0,+45
HeadPose\Pointing04\personne11150+0+60.jpg,+0,+60
HeadPose\Pointing04\personne11151+0+75.jpg,+0,+75
HeadPose\Pointing04\personne11152+0+90.jpg,+0,+90
HeadPose\Pointing04\personne11153+15-90.jpg,+15,-90
HeadPose\Pointing04\personne11154+15-75.jpg,+15,-75
HeadPose\Pointing04\personne11155+15-60.jpg,+15,-60
HeadPose\Pointing04\personne11156+15-45.jpg,+15,-45
HeadPose\Pointing04\personne11157+15-30.jpg,+15,-30
HeadPose\Pointing04\personne11158+15-15.jpg,+15,-15
HeadPose\Pointing04\personne11159+15+0.jpg,+15,+0
HeadPose\Pointing04\personne11160+15+15.jpg,+15,+15
HeadPose\Pointing04\personne11161+15+30.jpg,+15,+30
HeadPose\Pointing04\personne11162+15+45.jpg,+15,+45
HeadPose\Pointing04\personne11163+15+60.jpg,+15,+60
HeadPose\Pointing04\personne11164+15+75.jpg,+15,+75
HeadPose\Pointing04\personne11165+15+90.jpg,+15,+90
HeadPose\Pointing04\personne11166+30-90.jpg,+30,-90
HeadPose\Pointing04\personne11167+30-75.jpg,+30,-75
HeadPose\Pointing04\personne11168+30-60.jpg,+30,-60
HeadPose\Pointing04\personne11169+30-45.jpg,+30,-45
HeadPose\Pointing04\personne11170+30-30.jpg,+30,-30
HeadPose\Pointing04\personne11171+30-15.jpg,+30,-15
HeadPose\Pointing04\personne11172+30+0.jpg,+30,+0
HeadPose\Pointing04\personne11173+30+15.jpg,+30,+15
HeadPose\Pointing04\personne11174+30+30.jpg,+30,+30
HeadPose\Pointing04\personne11175+30+45.jpg,+30,+45
HeadPose\Pointing04\personne11176+30+60.jpg,+30,+60
HeadPose\Pointing04\personne11177+30+75.jpg,+30,+75
HeadPose\Pointing04\personne11178+30+90.jpg,+30,+90
HeadPose\Pointing04\personne11179+60-90.jpg,+60,-90
HeadPose\Pointing04\personne11180+60-75.jpg,+60,-75
HeadPose\Pointing04\personne11181+60-60.jpg,+60,-60
HeadPose\Pointing04\personne11182+60-45.jpg,+60,-45
HeadPose\Pointing04\personne11183+60-30.jpg,+60,-30
HeadPose\Pointing04\personne11184+60-15.jpg,+60,-15
HeadPose\Pointing04\personne11185+60+0.jpg,+60,+0
HeadPose\Pointing04\personne11186+60+15.jpg,+60,+15
HeadPose\Pointing04\personne11187+60+30.jpg,+60,+30
HeadPose\Pointing04\personne11188+60+45.jpg,+60,+45
HeadPose\Pointing04\personne11189+60+60.jpg,+60,+60
HeadPose\Pointing04\personne11190+60+75.jpg,+60,+75
HeadPose\Pointing04\personne11191+60+90.jpg,+60,+90
HeadPose\Pointing04\personne11192+90+0.jpg,+90,+0
HeadPose\Pointing04\personne11200-90+0.jpg,-90,+0
HeadPose\Pointing04\personne11201-60-90.jpg,-60,-90
HeadPose\Pointing04\personne11202-60-75.jpg,-60,-75
HeadPose\Pointing04\personne11203-60-60.jpg,-60,-60
HeadPose\Pointing04\personne11204-60-45.jpg,-60,-45
HeadPose\Pointing04\personne11205-60-30.jpg,-60,-30
HeadPose\Pointing04\personne11206-60-15.jpg,-60,-15
HeadPose\Pointing04\personne11207-60+0.jpg,-60,+0
HeadPose\Pointing04\personne11208-60+15.jpg,-60,+15
HeadPose\Pointing04\personne11209-60+30.jpg,-60,+30
HeadPose\Pointing04\personne11210-60+45.jpg,-60,+45
HeadPose\Pointing04\personne11211-60+60.jpg,-60,+60
HeadPose\Pointing04\personne11212-60+75.jpg,-60,+75
HeadPose\Pointing04\personne11213-60+90.jpg,-60,+90
HeadPose\Pointing04\personne11214-30-90.jpg,-30,-90
HeadPose\Pointing04\personne11215-30-75.jpg,-30,-75
HeadPose\Pointing04\personne11216-30-60.jpg,-30,-60
HeadPose\Pointing04\personne11217-30-45.jpg,-30,-45
HeadPose\Pointing04\personne11218-30-30.jpg,-30,-30
HeadPose\Pointing04\personne11219-30-15.jpg,-30,-15
HeadPose\Pointing04\personne11220-30+0.jpg,-30,+0
HeadPose\Pointing04\personne11221-30+15.jpg,-30,+15
HeadPose\Pointing04\personne11222-30+30.jpg,-30,+30
HeadPose\Pointing04\personne11223-30+45.jpg,-30,+45
HeadPose\Pointing04\personne11224-30+60.jpg,-30,+60
HeadPose\Pointing04\personne11225-30+75.jpg,-30,+75
HeadPose\Pointing04\personne11226-30+90.jpg,-30,+90
HeadPose\Pointing04\personne11227-15-90.jpg,-15,-90
HeadPose\Pointing04\personne11228-15-75.jpg,-15,-75
HeadPose\Pointing04\personne11229-15-60.jpg,-15,-60
HeadPose\Pointing04\personne11230-15-45.jpg,-15,-45
HeadPose\Pointing04\personne11231-15-30.jpg,-15,-30
HeadPose\Pointing04\personne11232-15-15.jpg,-15,-15
HeadPose\Pointing04\personne11233-15+0.jpg,-15,+0
HeadPose\Pointing04\personne11234-15+15.jpg,-15,+15
HeadPose\Pointing04\personne11235-15+30.jpg,-15,+30
HeadPose\Pointing04\personne11236-15+45.jpg,-15,+45
HeadPose\Pointing04\personne11237-15+60.jpg,-15,+60
HeadPose\Pointing04\personne11238-15+75.jpg,-15,+75
HeadPose\Pointing04\personne11239-15+90.jpg,-15,+90
HeadPose\Pointing04\personne11240+0-90.jpg,+0,-90
HeadPose\Pointing04\personne11241+0-75.jpg,+0,-75
HeadPose\Pointing04\personne11242+0-60.jpg,+0,-60
HeadPose\Pointing04\personne11243+0-45.jpg,+0,-45
HeadPose\Pointing04\personne11244+0-30.jpg,+0,-30
HeadPose\Pointing04\personne11245+0-15.jpg,+0,-15
HeadPose\Pointing04\personne11246+0+0.jpg,+0,+0
HeadPose\Pointing04\personne11247+0+15.jpg,+0,+15
HeadPose\Pointing04\personne11248+0+30.jpg,+0,+30
HeadPose\Pointing04\personne11249+0+45.jpg,+0,+45
HeadPose\Pointing04\personne11250+0+60.jpg,+0,+60
HeadPose\Pointing04\personne11251+0+75.jpg,+0,+75
HeadPose\Pointing04\personne11252+0+90.jpg,+0,+90
HeadPose\Pointing04\personne11253+15-90.jpg,+15,-90
HeadPose\Pointing04\personne11254+15-75.jpg,+15,-75
HeadPose\Pointing04\personne11255+15-60.jpg,+15,-60
HeadPose\Pointing04\personne11256+15-45.jpg,+15,-45
HeadPose\Pointing04\personne11257+15-30.jpg,+15,-30
HeadPose\Pointing04\personne11258+15-15.jpg,+15,-15
HeadPose\Pointing04\personne11259+15+0.jpg,+15,+0
HeadPose\Pointing04\personne11260+15+15.jpg,+15,+15
HeadPose\Pointing04\personne11261+15+30.jpg,+15,+30
HeadPose\Pointing04\personne11262+15+45.jpg,+15,+45
HeadPose\Pointing04\personne11263+15+60.jpg,+15,+60
HeadPose\Pointing04\personne11264+15+75.jpg,+15,+75
HeadPose\Pointing04\personne11265+15+90.jpg,+15,+90
HeadPose\Pointing04\personne11266+30-90.jpg,+30,-90
HeadPose\Pointing04\personne11267+30-75.jpg,+30,-75
HeadPose\Pointing04\personne11268+30-60.jpg,+30,-60
HeadPose\Pointing04\personne11269+30-45.jpg,+30,-45
HeadPose\Pointing04\personne11270+30-30.jpg,+30,-30
HeadPose\Pointing04\personne11271+30-15.jpg,+30,-15
HeadPose\Pointing04\personne11272+30+0.jpg,+30,+0
HeadPose\Pointing04\personne11273+30+15.jpg,+30,+15
HeadPose\Pointing04\personne11274+30+30.jpg,+30,+30
HeadPose\Pointing04\personne11275+30+45.jpg,+30,+45
HeadPose\Pointing04\personne11276+30+60.jpg,+30,+60
HeadPose\Pointing04\personne11277+30+75.jpg,+30,+75
HeadPose\Pointing04\personne11278+30+90.jpg,+30,+90
HeadPose\Pointing04\personne11279+60-90.jpg,+60,-90
HeadPose\Pointing04\personne11280+60-75.jpg,+60,-75
HeadPose\Pointing04\personne11281+60-60.jpg,+60,-60
HeadPose\Pointing04\personne11282+60-45.jpg,+60,-45
HeadPose\Pointing04\personne11283+60-30.jpg,+60,-30
HeadPose\Pointing04\personne11284+60-15.jpg,+60,-15
HeadPose\Pointing04\personne11285+60+0.jpg,+60,+0
HeadPose\Pointing04\personne11286+60+15.jpg,+60,+15
HeadPose\Pointing04\personne11287+60+30.jpg,+60,+30
HeadPose\Pointing04\personne11288+60+45.jpg,+60,+45
HeadPose\Pointing04\personne11289+60+60.jpg,+60,+60
HeadPose\Pointing04\personne11290+60+75.jpg,+60,+75
HeadPose\Pointing04\personne11291+60+90.jpg,+60,+90
HeadPose\Pointing04\personne11292+90+0.jpg,+90,+0
HeadPose\Pointing04\personne12100-90+0.jpg,-90,+0
HeadPose\Pointing04\personne12101-60-90.jpg,-60,-90
HeadPose\Pointing04\personne12102-60-75.jpg,-60,-75
HeadPose\Pointing04\personne12103-60-60.jpg,-60,-60
HeadPose\Pointing04\personne12104-60-45.jpg,-60,-45
HeadPose\Pointing04\personne12105-60-30.jpg,-60,-30
HeadPose\Pointing04\personne12106-60-15.jpg,-60,-15
HeadPose\Pointing04\personne12107-60+0.jpg,-60,+0
HeadPose\Pointing04\personne12108-60+15.jpg,-60,+15
HeadPose\Pointing04\personne12109-60+30.jpg,-60,+30
HeadPose\Pointing04\personne12110-60+45.jpg,-60,+45
HeadPose\Pointing04\personne12111-60+60.jpg,-60,+60
HeadPose\Pointing04\personne12112-60+75.jpg,-60,+75
HeadPose\Pointing04\personne12113-60+90.jpg,-60,+90
HeadPose\Pointing04\personne12114-30-90.jpg,-30,-90
HeadPose\Pointing04\personne12115-30-75.jpg,-30,-75
HeadPose\Pointing04\personne12116-30-60.jpg,-30,-60
HeadPose\Pointing04\personne12117-30-45.jpg,-30,-45
HeadPose\Pointing04\personne12118-30-30.jpg,-30,-30
HeadPose\Pointing04\personne12119-30-15.jpg,-30,-15
HeadPose\Pointing04\personne12120-30+0.jpg,-30,+0
HeadPose\Pointing04\personne12121-30+15.jpg,-30,+15
HeadPose\Pointing04\personne12122-30+30.jpg,-30,+30
HeadPose\Pointing04\personne12123-30+45.jpg,-30,+45
HeadPose\Pointing04\personne12124-30+60.jpg,-30,+60
HeadPose\Pointing04\personne12125-30+75.jpg,-30,+75
HeadPose\Pointing04\personne12126-30+90.jpg,-30,+90
HeadPose\Pointing04\personne12127-15-90.jpg,-15,-90
HeadPose\Pointing04\personne12128-15-75.jpg,-15,-75
HeadPose\Pointing04\personne12129-15-60.jpg,-15,-60
HeadPose\Pointing04\personne12130-15-45.jpg,-15,-45
HeadPose\Pointing04\personne12131-15-30.jpg,-15,-30
HeadPose\Pointing04\personne12132-15-15.jpg,-15,-15
HeadPose\Pointing04\personne12133-15+0.jpg,-15,+0
HeadPose\Pointing04\personne12134-15+15.jpg,-15,+15
HeadPose\Pointing04\personne12135-15+30.jpg,-15,+30
HeadPose\Pointing04\personne12136-15+45.jpg,-15,+45
HeadPose\Pointing04\personne12137-15+60.jpg,-15,+60
HeadPose\Pointing04\personne12138-15+75.jpg,-15,+75
HeadPose\Pointing04\personne12139-15+90.jpg,-15,+90
HeadPose\Pointing04\personne12140+0-90.jpg,+0,-90
HeadPose\Pointing04\personne12141+0-75.jpg,+0,-75
HeadPose\Pointing04\personne12142+0-60.jpg,+0,-60
HeadPose\Pointing04\personne12143+0-45.jpg,+0,-45
HeadPose\Pointing04\personne12144+0-30.jpg,+0,-30
HeadPose\Pointing04\personne12145+0-15.jpg,+0,-15
HeadPose\Pointing04\personne12146+0+0.jpg,+0,+0
HeadPose\Pointing04\personne12147+0+15.jpg,+0,+15
HeadPose\Pointing04\personne12148+0+30.jpg,+0,+30
HeadPose\Pointing04\personne12149+0+45.jpg,+0,+45
HeadPose\Pointing04\personne12150+0+60.jpg,+0,+60
HeadPose\Pointing04\personne12151+0+75.jpg,+0,+75
HeadPose\Pointing04\personne12152+0+90.jpg,+0,+90
HeadPose\Pointing04\personne12153+15-90.jpg,+15,-90
HeadPose\Pointing04\personne12154+15-75.jpg,+15,-75
HeadPose\Pointing04\personne12155+15-60.jpg,+15,-60
HeadPose\Pointing04\personne12156+15-45.jpg,+15,-45
HeadPose\Pointing04\personne12157+15-30.jpg,+15,-30
HeadPose\Pointing04\personne12158+15-15.jpg,+15,-15
HeadPose\Pointing04\personne12159+15+0.jpg,+15,+0
HeadPose\Pointing04\personne12160+15+15.jpg,+15,+15
HeadPose\Pointing04\personne12161+15+30.jpg,+15,+30
HeadPose\Pointing04\personne12162+15+45.jpg,+15,+45
HeadPose\Pointing04\personne12163+15+60.jpg,+15,+60
HeadPose\Pointing04\personne12164+15+75.jpg,+15,+75
HeadPose\Pointing04\personne12165+15+90.jpg,+15,+90
HeadPose\Pointing04\personne12166+30-90.jpg,+30,-90
HeadPose\Pointing04\personne12167+30-75.jpg,+30,-75
HeadPose\Pointing04\personne12168+30-60.jpg,+30,-60
HeadPose\Pointing04\personne12169+30-45.jpg,+30,-45
HeadPose\Pointing04\personne12170+30-30.jpg,+30,-30
HeadPose\Pointing04\personne12171+30-15.jpg,+30,-15
HeadPose\Pointing04\personne12172+30+0.jpg,+30,+0
HeadPose\Pointing04\personne12173+30+15.jpg,+30,+15
HeadPose\Pointing04\personne12174+30+30.jpg,+30,+30
HeadPose\Pointing04\personne12175+30+45.jpg,+30,+45
HeadPose\Pointing04\personne12176+30+60.jpg,+30,+60
HeadPose\Pointing04\personne12177+30+75.jpg,+30,+75
HeadPose\Pointing04\personne12178+30+90.jpg,+30,+90
HeadPose\Pointing04\personne12179+60-90.jpg,+60,-90
HeadPose\Pointing04\personne12180+60-75.jpg,+60,-75
HeadPose\Pointing04\personne12181+60-60.jpg,+60,-60
HeadPose\Pointing04\personne12182+60-45.jpg,+60,-45
HeadPose\Pointing04\personne12183+60-30.jpg,+60,-30
HeadPose\Pointing04\personne12184+60-15.jpg,+60,-15
HeadPose\Pointing04\personne12185+60+0.jpg,+60,+0
HeadPose\Pointing04\personne12186+60+15.jpg,+60,+15
HeadPose\Pointing04\personne12187+60+30.jpg,+60,+30
HeadPose\Pointing04\personne12188+60+45.jpg,+60,+45
HeadPose\Pointing04\personne12189+60+60.jpg,+60,+60
HeadPose\Pointing04\personne12190+60+75.jpg,+60,+75
HeadPose\Pointing04\personne12191+60+90.jpg,+60,+90
HeadPose\Pointing04\personne12192+90+0.jpg,+90,+0
HeadPose\Pointing04\personne12200-90+0.jpg,-90,+0
HeadPose\Pointing04\personne12201-60-90.jpg,-60,-90
HeadPose\Pointing04\personne12202-60-75.jpg,-60,-75
HeadPose\Pointing04\personne12203-60-60.jpg,-60,-60
HeadPose\Pointing04\personne12204-60-45.jpg,-60,-45
HeadPose\Pointing04\personne12205-60-30.jpg,-60,-30
HeadPose\Pointing04\personne12206-60-15.jpg,-60,-15
HeadPose\Pointing04\personne12207-60+0.jpg,-60,+0
HeadPose\Pointing04\personne12208-60+15.jpg,-60,+15
HeadPose\Pointing04\personne12209-60+30.jpg,-60,+30
HeadPose\Pointing04\personne12210-60+45.jpg,-60,+45
HeadPose\Pointing04\personne12211-60+60.jpg,-60,+60
HeadPose\Pointing04\personne12212-60+75.jpg,-60,+75
HeadPose\Pointing04\personne12213-60+90.jpg,-60,+90
HeadPose\Pointing04\personne12214-30-90.jpg,-30,-90
HeadPose\Pointing04\personne12215-30-75.jpg,-30,-75
HeadPose\Pointing04\personne12216-30-60.jpg,-30,-60
HeadPose\Pointing04\personne12217-30-45.jpg,-30,-45
HeadPose\Pointing04\personne12218-30-30.jpg,-30,-30
HeadPose\Pointing04\personne12219-30-15.jpg,-30,-15
HeadPose\Pointing04\personne12220-30+0.jpg,-30,+0
HeadPose\Pointing04\personne12221-30+15.jpg,-30,+15
HeadPose\Pointing04\personne12222-30+30.jpg,-30,+30
HeadPose\Pointing04\personne12223-30+45.jpg,-30,+45
HeadPose\Pointing04\personne12224-30+60.jpg,-30,+60
HeadPose\Pointing04\personne12225-30+75.jpg,-30,+75
HeadPose\Pointing04\personne12226-30+90.jpg,-30,+90
HeadPose\Pointing04\personne12227-15-90.jpg,-15,-90
HeadPose\Pointing04\personne12228-15-75.jpg,-15,-75
HeadPose\Pointing04\personne12229-15-60.jpg,-15,-60
HeadPose\Pointing04\personne12230-15-45.jpg,-15,-45
HeadPose\Pointing04\personne12231-15-30.jpg,-15,-30
HeadPose\Pointing04\personne12232-15-15.jpg,-15,-15
HeadPose\Pointing04\personne12233-15+0.jpg,-15,+0
HeadPose\Pointing04\personne12234-15+15.jpg,-15,+15
HeadPose\Pointing04\personne12235-15+30.jpg,-15,+30
HeadPose\Pointing04\personne12236-15+45.jpg,-15,+45
HeadPose\Pointing04\personne12237-15+60.jpg,-15,+60
HeadPose\Pointing04\personne12238-15+75.jpg,-15,+75
HeadPose\Pointing04\personne12239-15+90.jpg,-15,+90
HeadPose\Pointing04\personne12240+0-90.jpg,+0,-90
HeadPose\Pointing04\personne12241+0-75.jpg,+0,-75
HeadPose\Pointing04\personne12242+0-60.jpg,+0,-60
HeadPose\Pointing04\personne12243+0-45.jpg,+0,-45
HeadPose\Pointing04\personne12244+0-30.jpg,+0,-30
HeadPose\Pointing04\personne12245+0-15.jpg,+0,-15
HeadPose\Pointing04\personne12246+0+0.jpg,+0,+0
HeadPose\Pointing04\personne12247+0+15.jpg,+0,+15
HeadPose\Pointing04\personne12248+0+30.jpg,+0,+30
HeadPose\Pointing04\personne12249+0+45.jpg,+0,+45
HeadPose\Pointing04\personne12250+0+60.jpg,+0,+60
HeadPose\Pointing04\personne12251+0+75.jpg,+0,+75
HeadPose\Pointing04\personne12252+0+90.jpg,+0,+90
HeadPose\Pointing04\personne12253+15-90.jpg,+15,-90
HeadPose\Pointing04\personne12254+15-75.jpg,+15,-75
HeadPose\Pointing04\personne12255+15-60.jpg,+15,-60
HeadPose\Pointing04\personne12256+15-45.jpg,+15,-45
HeadPose\Pointing04\personne12257+15-30.jpg,+15,-30
HeadPose\Pointing04\personne12258+15-15.jpg,+15,-15
HeadPose\Pointing04\personne12259+15+0.jpg,+15,+0
HeadPose\Pointing04\personne12260+15+15.jpg,+15,+15
HeadPose\Pointing04\personne12261+15+30.jpg,+15,+30
HeadPose\Pointing04\personne12262+15+45.jpg,+15,+45
HeadPose\Pointing04\personne12263+15+60.jpg,+15,+60
HeadPose\Pointing04\personne12264+15+75.jpg,+15,+75
HeadPose\Pointing04\personne12265+15+90.jpg,+15,+90
HeadPose\Pointing04\personne12266+30-90.jpg,+30,-90
HeadPose\Pointing04\personne12267+30-75.jpg,+30,-75
HeadPose\Pointing04\personne12268+30-60.jpg,+30,-60
HeadPose\Pointing04\personne12269+30-45.jpg,+30,-45
HeadPose\Pointing04\personne12270+30-30.jpg,+30,-30
HeadPose\Pointing04\personne12271+30-15.jpg,+30,-15
HeadPose\Pointing04\personne12272+30+0.jpg,+30,+0
HeadPose\Pointing04\personne12273+30+15.jpg,+30,+15
HeadPose\Pointing04\personne12274+30+30.jpg,+30,+30
HeadPose\Pointing04\personne12275+30+45.jpg,+30,+45
HeadPose\Pointing04\personne12276+30+60.jpg,+30,+60
HeadPose\Pointing04\personne12277+30+75.jpg,+30,+75
HeadPose\Pointing04\personne12278+30+90.jpg,+30,+90
HeadPose\Pointing04\personne12279+60-90.jpg,+60,-90
HeadPose\Pointing04\personne12280+60-75.jpg,+60,-75
HeadPose\Pointing04\personne12281+60-60.jpg,+60,-60
HeadPose\Pointing04\personne12282+60-45.jpg,+60,-45
HeadPose\Pointing04\personne12283+60-30.jpg,+60,-30
HeadPose\Pointing04\personne12284+60-15.jpg,+60,-15
HeadPose\Pointing04\personne12285+60+0.jpg,+60,+0
HeadPose\Pointing04\personne12286+60+15.jpg,+60,+15
HeadPose\Pointing04\personne12287+60+30.jpg,+60,+30
HeadPose\Pointing04\personne12288+60+45.jpg,+60,+45
HeadPose\Pointing04\personne12289+60+60.jpg,+60,+60
HeadPose\Pointing04\personne12290+60+75.jpg,+60,+75
HeadPose\Pointing04\personne12291+60+90.jpg,+60,+90
HeadPose\Pointing04\personne12292+90+0.jpg,+90,+0
HeadPose\Pointing04\personne13100-90+0.jpg,-90,+0
HeadPose\Pointing04\personne13101-60-90.jpg,-60,-90
HeadPose\Pointing04\personne13102-60-75.jpg,-60,-75
HeadPose\Pointing04\personne13103-60-60.jpg,-60,-60
HeadPose\Pointing04\personne13104-60-45.jpg,-60,-45
HeadPose\Pointing04\personne13105-60-30.jpg,-60,-30
HeadPose\Pointing04\personne13106-60-15.jpg,-60,-15
HeadPose\Pointing04\personne13107-60+0.jpg,-60,+0
HeadPose\Pointing04\personne13108-60+15.jpg,-60,+15
HeadPose\Pointing04\personne13109-60+30.jpg,-60,+30
HeadPose\Pointing04\personne13110-60+45.jpg,-60,+45
HeadPose\Pointing04\personne13111-60+60.jpg,-60,+60
HeadPose\Pointing04\personne13112-60+75.jpg,-60,+75
HeadPose\Pointing04\personne13113-60+90.jpg,-60,+90
HeadPose\Pointing04\personne13114-30-90.jpg,-30,-90
HeadPose\Pointing04\personne13115-30-75.jpg,-30,-75
HeadPose\Pointing04\personne13116-30-60.jpg,-30,-60
HeadPose\Pointing04\personne13117-30-45.jpg,-30,-45
HeadPose\Pointing04\personne13118-30-30.jpg,-30,-30
HeadPose\Pointing04\personne13119-30-15.jpg,-30,-15
HeadPose\Pointing04\personne13120-30+0.jpg,-30,+0
HeadPose\Pointing04\personne13121-30+15.jpg,-30,+15
